0.0,0.0,Sin
0.0,1.0,Cos
-3.14,-1.0,Cos
-1.57,0.0,Cos
1.57,0.0,Cos
3.14,-1.0,Cos
-0.8,0.6970731668913961,Cos
2.48,-0.7893060243023614,Cos
0.0,0.0,Sin
0.0,1.0,Cos
0.0,0.0,Sin
0.165,6.005540334855403,Cot
0.0,0.0,Sin
0.0,1.0,Cos
0.0,0.0,Sin
0.465,1.993258582317549,Cot
0.0,0.0,Sin
0.0,1.0,Cos
0.0,0.0,Sin
2.2,-0.7279811974270164,Cot
0.0,0.0,Sin
0.0,1.0,Cos
0.0,0.0,Sin
0.0,NaN,Cot
0.0,0.0,Sin
-1.47,-1.0050251256281406,Csc
0.0,0.0,Sin
-0.6,-1.773049645390071,Csc
0.0,0.0,Sin
0.9,1.277139208173691,Csc
0.0,0.0,Sin
2.42,1.5151515151515151,Csc
0.0,0.0,Sin
4.2,-1.148105625717566,Csc
0.0,0.0,Sin
3.141592653589793,NaN,Csc
0.0,0.0,Sin
0.0,1.0,Cos
-1.47,9.937789438117386,Sec
0.0,0.0,Sin
0.0,1.0,Cos
-0.6,1.211680600993578,Sec
0.0,0.0,Sin
0.0,1.0,Cos
0.9,1.6087516087516087,Sec
0.0,0.0,Sin
0.0,1.0,Cos
2.42,-1.332001332001332,Sec
0.0,0.0,Sin
0.0,1.0,Cos
3.14,-1.0,Sec
0.0,0.0,Sin
0.0,1.0,Cos
4.2,-2.039567611666327,Sec
0.0,0.0,Sin
0.0,1.0,Cos
0.0,NaN,Sec
0.0,0.0,Sin
-0.26548245743668986,-0.2623748537039268,Sin
0.8849616210245514,0.7738906815578904,Sin
1.0,0.8414709848078937,Sin
1.2831853071795862,0.9589242746629445,Sin
0.0,0.0,Sin
0.0,0.0,Sin
0.0,1.0,Cos
1.5707963267948966,NaN,Tan
0.0,0.0,Sin
0.0,0.0,Sin
0.0,1.0,Cos
-3.0,0.14256825075834176,Tan
-1.57,-0.9999996829258629,Sin
-1.57,7.963342096936182E-4,Cos
0.0,0.0,Sin
0.0,1.0,Cos
1.57,0.9999996829258629,Sin
1.57,7.963342096936182E-4,Cos
-1.1,-0.8912073600614211,Sin
-1.1,0.45359612142560535,Cos
2.53,0.5741721286802557,Sin
2.53,-0.8187346130748253,Cos
2.14,0.8423304304880305,Sin
2.14,-0.5389614511946557,Cos
-0.33,-0.32404302839486837,Sin
-0.33,0.946042343528387,Cos
-2.974,-0.16680891197391828,Sin
-2.974,-0.9859892427841582,Cos
-2.974,-0.16680891197391828,Sin
-2.974,5.910890677941262,Cot
-2.28,-0.7588807048138373,Sin
-2.28,-0.6512296644512238,Cos
-2.28,-0.7588807048138373,Sin
-2.28,0.8581449763055689,Cot
-1.97,-0.9213708059095916,Sin
-1.97,-0.38868475403276315,Cos
-1.97,-0.9213708059095916,Sin
-1.97,0.42185486184256454,Cot
-1.57,-0.9999996829258629,Sin
-1.57,7.963342096936182E-4,Cos
-1.57,-0.9999996829258629,Sin
-1.57,-7.963344621906806E-4,Cot
-1.16,-0.916803108771732,Sin
-1.16,0.3993395294063534,Cos
-1.16,-0.916803108771732,Sin
-1.16,-0.4355782889320263,Cot
-0.214,-0.21237034539569954,Sin
-0.214,0.9771892531114489,Cos
-0.214,-0.21237034539569954,Sin
-0.214,-4.601345123259553,Cot
-0.095,-0.09485716863455729,Sin
-0.095,0.9954908927552453,Cos
-0.095,-0.09485716863455729,Sin
-0.095,-10.494630053638131,Cot
0.12,0.11971220728891938,Sin
0.12,8.353366984425827,Csc
-1.3,-0.9635581854169509,Sin
-1.3,-1.0378200456750621,Csc
2.58,0.5325348801357617,Sin
2.58,-0.8464080584675396,Cos
2.58,-1.1814632315889637,Sec
1.702,0.991405138283183,Sin
1.702,-0.13082756508359716,Cos
1.702,-7.643649099186495,Sec
1.416,0.9880429533698858,Sin
1.416,0.15417886462195027,Cos
1.416,6.485973304136209,Sec
0.7,0.644217687237691,Sin
0.7,0.7648421872844885,Cos
0.7,1.3074592597335937,Sec
-0.68,-0.6287930240184686,Sin
-0.68,0.7775727187509278,Cos
-0.68,1.286053350233755,Sec
-1.475,-0.9954150398176176,Sin
-1.475,0.09564987456808689,Cos
-1.475,10.454796773289706,Sec
-2.38,-0.6900749765812969,Sin
-2.38,-0.7237378853537533,Cos
-2.38,-1.381715701550173,Sec
0.12,0.11971220728891938,Sin
0.12,0.11971220728891938,Sin
0.12,0.9928086358538663,Cos
0.12,0.12057933721130533,Tan
2.1831853071795866,0.8182771094521116,Sin
2.1831853071795866,0.8182771094521116,Sin
-4.1,-0.574823948828419,Cos
-4.1,-1.4235264747056697,Tan
